date,city_id,province,country,latitude,longitude,temperature_max,temperature_min,temperature_mean,rain_sum,humidity_mean,wind_speed_max,aqi,cloud_cover_mean
2024-01-01,252,Phú Thọ,Viet Nam,21.3235,105.4011,27.1,19.3,22.6,0.1,78,15.3,76,54
2024-01-01,861,Lạng Sơn,Viet Nam,21.8519,106.7614,25.2,16.1,20.7,1.3,76,16.7,35,53
2024-01-01,587,Trà Vinh,Viet Nam,9.9342,106.3339,31.7,23.6,26.8,0.1,80,14.1,31,96
2024-01-01,872,Thái Bình,Viet Nam,20.4463,106.3364,26.1,18.8,21.6,0.9,86,16.1,69,70
2024-01-01,495,Nghệ An,Viet Nam,18.6667,105.6667,25.1,18.2,21.3,2.0,92,11.8,67,76
2024-01-01,168,An Giang,Viet Nam,10.5185,105.1152,31.4,22.9,26.9,1.2,82,10.7,55,89
2024-01-01,208,Ninh Thuận,Viet Nam,11.5647,108.9892,32.0,22.4,26.5,0.0,74,17.7,22,93
2024-01-01,123,Quảng Trị,Viet Nam,16.75,107.1833,25.5,19.8,22.6,2.5,90,17.1,35,90
2024-01-01,249,Phú Yên,Viet Nam,13.0883,109.3045,26.5,23.1,24.5,1.6,85,22.3,28,97
2024-01-01,122,Lâm Đồng,Viet Nam,11.9404,108.4419,23.9,14.4,18.2,0.0,79,15.3,18,96
2024-01-01,108,Lào Cai,Viet Nam,22.4856,103.9707,23.6,16.4,19.4,1.8,90,9.1,31,75
2024-01-01,767,Kiên Giang,Viet Nam,10.0122,105.0809,31.0,22.3,26.7,0.9,80,11.2,52,97
2024-01-01,456,Vĩnh Phúc,Viet Nam,21.3089,105.6047,26.5,19.1,22.3,0.4,77,15.1,76,59
2024-01-01,833,Bến Tre,Viet Nam,10.2424,106.3752,32.2,24.0,26.9,0.4,82,10.7,56,99
2024-01-01,849,Bắc Giang,Viet Nam,21.2731,106.1946,26.4,17.3,21.8,1.6,80,16.8,75,45
2024-01-01,701,Hà Nội,Viet Nam,21.0285,105.8542,26.9,18.1,22.2,0.3,80,17.2,75,63
2024-01-01,385,Hà Giang,Viet Nam,22.8233,104.9836,22.2,17.6,19.3,1.8,91,7.7,31,64
2024-01-01,196,Đắk Lắk,Viet Nam,12.6667,108.05,28.6,20.7,23.6,0.1,77,22.1,25,97
2024-01-01,784,Bình Thuận,Viet Nam,10.9333,108.1,31.9,22.4,27.1,0.0,72,22.6,28,99
2024-01-01,696,Hà Nam,Viet Nam,20.5463,105.9142,25.9,18.9,21.7,0.3,86,12.6,74,87
2024-01-01,215,Hải Dương,Viet Nam,20.9391,106.3146,26.8,18.0,21.8,1.1,82,16.4,71,57
2024-01-01,813,Đồng Tháp,Viet Nam,10.4552,105.6323,31.1,22.8,26.8,1.9,83,8.4,57,100
2024-01-01,910,Cao Bằng,Viet Nam,22.6661,106.2635,22.7,17.0,19.6,5.1,89,13.8,44,62
2024-01-01,797,Gia Lai,Viet Nam,13.9833,108.0,27.5,17.8,22.0,0.0,74,20.5,21,71
2024-01-01,645,Hà Tĩnh,Viet Nam,18.3421,105.9038,24.6,18.8,21.3,1.4,93,12.2,60,84
2024-01-01,226,Kon Tum,Viet Nam,14.35,108.0,29.8,17.0,22.9,0.0,73,17.4,17,72
2024-01-01,275,Tuyên Quang,Viet Nam,21.8159,105.2132,25.6,17.1,20.7,0.5,84,11.4,65,75
2024-01-01,496,Bạc Liêu,Viet Nam,9.2941,105.7242,31.1,23.5,26.9,0.6,78,19.4,27,100
2024-01-01,511,Hòa Bình,Viet Nam,20.8171,105.3375,26.8,18.2,22.4,1.1,83,10.7,50,56
2024-01-01,521,TP. Hồ Chí Minh,Viet Nam,10.8231,106.6297,33.4,23.6,28.1,0.0,72,14.7,68,99
2024-01-01,503,Sơn La,Viet Nam,21.3262,103.9149,25.8,15.7,20.1,1.6,77,14.4,26,27
2024-01-01,327,Bà Rịa – Vũng Tàu,Viet Nam,10.4114,107.1362,29.2,23.5,26.4,0.0,83,16.9,31,96
2024-01-01,326,Thừa Thiên Huế,Viet Nam,16.4633,107.5847,25.8,19.1,22.6,1.1,89,17.2,31,87
2024-01-01,110,Thái Nguyên,Viet Nam,21.5939,105.8481,26.5,17.4,21.8,6.9,80,14.8,63,61
2024-01-01,288,Hoàng Sa,Viet Nam,16.641233,112.742024,25.1,24.5,24.7,0.7,86,42.0,43,58
2024-01-01,454,Thanh Hóa,Viet Nam,19.8075,105.7764,26.9,18.3,21.4,0.8,90,12.0,67,85
2024-01-01,684,Khánh Hòa,Viet Nam,12.2467,109.1833,28.0,23.4,25.2,0.3,82,19.1,25,96
2024-01-01,669,Hưng Yên,Viet Nam,20.6465,106.0511,26.9,18.9,21.9,0.0,85,15.3,78,73
2024-01-01,729,Phú Quốc,Viet Nam,10.279526,104.003538,30.6,23.6,26.4,1.1,86,9.4,42,89
2024-01-01,547,Sóc Trăng,Viet Nam,9.6019,105.9731,31.5,23.5,26.7,1.2,79,19.0,28,98
2024-01-01,920,Vĩnh Long,Viet Nam,10.2536,105.9723,31.3,22.9,26.9,0.6,80,9.7,58,100
2024-01-01,193,Bắc Kạn,Viet Nam,22.147,105.8326,24.4,17.6,20.5,1.7,85,11.8,56,60
2024-01-02,110,Thái Nguyên,Viet Nam,21.5939,105.8481,27.1,16.9,22.0,2.6,78,15.1,62,56
2024-01-02,327,Bà Rịa – Vũng Tàu,Viet Nam,10.4114,107.1362,29.0,24.1,26.7,0.0,81,20.5,33,65
2024-01-02,275,Tuyên Quang,Viet Nam,21.8159,105.2132,26.1,16.1,21.1,8.1,81,14.8,63,56
2024-01-02,684,Khánh Hòa,Viet Nam,12.2467,109.1833,27.6,22.7,24.9,1.6,84,20.2,29,51
2024-01-02,326,Thừa Thiên Huế,Viet Nam,16.4633,107.5847,26.1,19.4,22.6,0.4,90,15.4,30,81
2024-01-02,454,Thanh Hóa,Viet Nam,19.8075,105.7764,25.7,19.3,21.9,3.7,90,16.8,62,61
2024-01-02,729,Phú Quốc,Viet Nam,10.279526,104.003538,32.2,23.2,27.2,0.7,79,7.9,41,69
2024-01-02,511,Hòa Bình,Viet Nam,20.8171,105.3375,28.4,17.2,23.1,5.3,80,17.6,44,58
2024-01-02,503,Sơn La,Viet Nam,21.3262,103.9149,26.4,16.0,20.6,0.5,72,17.2,25,20
2024-01-02,547,Sóc Trăng,Viet Nam,9.6019,105.9731,30.9,24.4,27.1,0.7,80,13.0,34,53
2024-01-02,521,TP. Hồ Chí Minh,Viet Nam,10.8231,106.6297,33.4,24.2,28.2,0.1,73,15.6,74,59
2024-01-02,226,Kon Tum,Viet Nam,14.35,108.0,30.1,17.6,23.5,0.0,69,17.4,21,83
2024-01-02,288,Hoàng Sa,Viet Nam,16.641233,112.742024,25.2,24.4,24.7,0.0,82,40.7,43,56
2024-01-02,920,Vĩnh Long,Viet Nam,10.2536,105.9723,31.9,23.9,27.5,0.2,78,13.0,61,53
2024-01-02,193,Bắc Kạn,Viet Nam,22.147,105.8326,25.6,14.7,20.5,5.5,83,20.7,46,60
2024-01-02,196,Đắk Lắk,Viet Nam,12.6667,108.05,28.8,20.2,23.6,0.2,77,24.5,28,79
2024-01-02,385,Hà Giang,Viet Nam,22.8233,104.9836,23.3,17.6,19.4,1.9,88,5.9,29,61
2024-01-02,696,Hà Nam,Viet Nam,20.5463,105.9142,26.1,17.5,21.9,12.7,87,18.3,65,63
2024-01-02,645,Hà Tĩnh,Viet Nam,18.3421,105.9038,24.1,18.7,21.2,1.7,94,13.4,52,66
2024-01-02,701,Hà Nội,Viet Nam,21.0285,105.8542,27.5,16.7,22.2,6.2,81,24.8,68,64
2024-01-02,255,Long An,Viet Nam,10.5332,105.4053,31.2,23.9,27.4,1.5,80,11.1,64,60
2024-01-02,496,Bạc Liêu,Viet Nam,9.2941,105.7242,31.1,24.8,27.3,0.8,80,13.3,31,56
2024-01-02,813,Đồng Tháp,Viet Nam,10.4552,105.6323,31.3,23.9,27.4,0.8,81,9.9,64,52
2024-01-02,797,Gia Lai,Viet Nam,13.9833,108.0,28.6,17.8,22.0,0.3,75,19.2,26,89
2024-01-02,669,Hưng Yên,Viet Nam,20.6465,106.0511,26.3,17.9,22.1,4.3,86,19.5,68,59
2024-01-02,215,Hải Dương,Viet Nam,20.9391,106.3146,26.8,17.5,21.7,6.1,85,17.9,63,58
2024-01-02,910,Cao Bằng,Viet Nam,22.6661,106.2635,25.5,15.0,19.5,3.9,82,11.6,33,77
2024-01-02,784,Bình Thuận,Viet Nam,10.9333,108.1,31.5,22.7,27.2,0.0,73,22.7,30,56
2024-01-02,833,Bến Tre,Viet Nam,10.2424,106.3752,31.9,24.2,27.3,0.9,81,10.7,62,54
2024-01-02,849,Bắc Giang,Viet Nam,21.2731,106.1946,26.9,16.5,21.5,22.5,82,23.2,68,60
2024-01-02,620,Cần Thơ,Viet Nam,10.0451,105.7462,31.8,24.1,27.6,0.4,78,11.7,58,53
2024-01-02,365,Cà Mau,Viet Nam,9.1769,105.1501,32.2,24.6,27.5,1.3,80,11.0,33,44
2024-01-02,278,Đồng Nai,Viet Nam,10.9575,106.8427,32.4,24.1,27.7,0.0,76,13.7,74,55
2024-01-02,951,Bình Dương,Viet Nam,11.0531,106.6661,32.3,23.7,27.4,0.1,75,8.9,70,55
2024-01-02,707,Bắc Ninh,Viet Nam,21.1861,106.0763,27.0,16.3,21.6,10.6,82,21.9,68,59
2024-01-02,590,Đà Nẵng,Viet Nam,16.0471,108.2068,24.6,21.6,23.2,2.4,90,9.5,39,89
2024-01-02,960,Lai Châu,Viet Nam,22.3959,103.4621,22.4,11.7,17.0,0.2,73,6.0,25,7
2024-01-02,132,Đắk Nông,Viet Nam,12.0,107.7,29.8,17.7,23.0,0.0,76,12.2,19,71
2024-01-02,811,Điện Biên,Viet Nam,21.3833,103.0167,27.1,12.0,19.1,0.1,72,6.3,23,3
2024-01-02,347,Bình Phước,Viet Nam,11.7516,106.8778,32.6,22.3,27.3,0.0,68,8.4,31,73
2024-01-02,133,Bình Định,Viet Nam,13.782,109.2194,26.6,21.1,23.6,1.9,89,15.8,32,88
2024-01-02,981,Quảng Bình,Viet Nam,17.4731,106.5962,24.6,21.6,22.8,4.7,91,12.3,34,86
2024-01-02,146,Tiền Giang,Viet Nam,10.3606,106.3636,31.8,23.8,27.3,0.7,81,10.2,62,60
2024-01-02,915,Tây Ninh,Viet Nam,11.3125,106.1006,33.3,23.9,28.4,0.0,70,13.0,63,75
2024-01-02,463,Hậu Giang,Viet Nam,9.7845,105.4735,32.0,23.6,27.5,0.3,78,11.1,39,57
2024-01-02,108,Lào Cai,Viet Nam,22.4856,103.9707,24.3,16.3,19.9,3.9,88,6.6,31,52
2024-01-02,168,An Giang,Viet Nam,10.5185,105.1152,31.8,23.5,27.7,0.5,77,7.8,64,73
2024-01-02,249,Phú Yên,Viet Nam,13.0883,109.3045,26.4,21.9,24.2,2.3,87,19.8,33,75
2024-01-02,122,Lâm Đồng,Viet Nam,11.9404,108.4419,24.6,13.3,18.2,1.2,78,14.2,20,76
2024-01-02,495,Nghệ An,Viet Nam,18.6667,105.6667,25.3,18.5,21.5,1.0,91,12.3,64,64
2024-01-02,160,Nam Định,Viet Nam,20.4231,106.1681,25.9,18.7,21.6,4.9,89,20.2,65,62
2024-01-02,252,Phú Thọ,Viet Nam,21.3235,105.4011,28.1,19.1,23.3,14.3,76,17.4,71,57
2024-01-02,201,Trường Sa,Viet Nam,10.66936,115.833324,28.5,26.2,27.7,1.8,83,24.9,30,87
2024-01-02,734,Yên Bái,Viet Nam,21.7051,104.8751,24.7,17.4,20.9,3.7,86,12.6,68,61
2024-01-02,416,Ninh Bình,Viet Nam,20.2506,105.9744,26.1,19.1,21.9,6.2,89,16.8,65,55
2024-01-02,208,Ninh Thuận,Viet Nam,11.5647,108.9892,31.3,21.7,26.2,0.0,76,19.3,26,44
2024-01-02,767,Kiên Giang,Viet Nam,10.0122,105.0809,30.4,23.2,27.0,0.7,83,11.4,60,65
2024-01-02,872,Thái Bình,Viet Nam,20.4463,106.3364,25.7,18.6,21.7,2.0,89,20.8,58,59
2024-01-02,587,Trà Vinh,Viet Nam,9.9342,106.3339,31.5,24.7,27.3,0.7,80,12.5,38,56
2024-01-02,237,Hải Phòng,Viet Nam,20.8449,106.6881,25.4,16.8,21.3,3.0,87,17.1,49,60
2024-01-02,861,Lạng Sơn,Viet Nam,21.8519,106.7614,25.7,12.7,19.8,4.2,77,25.3,32,70
2024-01-02,123,Quảng Trị,Viet Nam,16.75,107.1833,26.3,20.0,22.8,0.5,90,14.1,34,70
2024-01-02,456,Vĩnh Phúc,Viet Nam,21.3089,105.6047,28.1,17.3,22.6,5.4,75,21.1,71,57
2024-01-03,249,Phú Yên,Viet Nam,13.0883,109.3045,26.0,22.9,24.1,2.5,79,24.8,37,58
2024-01-03,201,Trường Sa,Viet Nam,10.66936,115.833324,28.2,27.3,27.8,7.7,81,37.7,32,65
2024-01-03,456,Vĩnh Phúc,Viet Nam,21.3089,105.6047,20.2,14.9,17.8,1.8,72,7.4,63,86
2024-01-03,915,Tây Ninh,Viet Nam,11.3125,106.1006,33.5,22.9,28.4,0.1,63,12.7,62,56
2024-01-03,463,Hậu Giang,Viet Nam,9.7845,105.4735,31.6,23.1,26.5,3.0,84,14.4,38,50
2024-01-03,872,Thái Bình,Viet Nam,20.4463,106.3364,20.9,17.7,19.1,0.5,66,17.9,48,100
2024-01-03,981,Quảng Bình,Viet Nam,17.4731,106.5962,23.4,18.4,21.6,27.7,91,18.1,36,99
2024-01-03,767,Kiên Giang,Viet Nam,10.0122,105.0809,31.2,22.9,26.6,0.9,83,12.0,55,70
2024-01-03,168,An Giang,Viet Nam,10.5185,105.1152,31.5,23.3,27.0,1.5,82,11.4,60,71
2024-01-03,108,Lào Cai,Viet Nam,22.4856,103.9707,20.4,15.2,18.0,0.2,84,7.4,28,72
2024-01-03,122,Lâm Đồng,Viet Nam,11.9404,108.4419,22.9,13.0,17.4,0.0,74,17.2,26,64
2024-01-03,123,Quảng Trị,Viet Nam,16.75,107.1833,25.8,19.8,22.5,3.3,87,19.8,35,55
2024-01-03,160,Nam Định,Viet Nam,20.4231,106.1681,20.1,17.1,18.7,0.6,70,16.7,56,100
2024-01-03,495,Nghệ An,Viet Nam,18.6667,105.6667,22.3,17.5,19.1,11.3,87,24.6,46,98
2024-01-03,587,Trà Vinh,Viet Nam,9.9342,106.3339,31.0,24.1,27.0,0.8,79,11.2,36,33
2024-01-03,734,Yên Bái,Viet Nam,21.7051,104.8751,20.5,15.3,17.6,1.1,81,10.9,61,93
2024-01-03,252,Phú Thọ,Viet Nam,21.3235,105.4011,20.0,15.9,18.2,3.5,87,8.7,63,82
2024-01-03,146,Tiền Giang,Viet Nam,10.3606,106.3636,31.2,23.1,26.7,1.2,83,10.5,58,37
2024-01-03,416,Ninh Bình,Viet Nam,20.2506,105.9744,19.7,17.2,18.5,5.6,75,19.5,56,100
2024-01-03,861,Lạng Sơn,Viet Nam,21.8519,106.7614,17.8,12.6,14.8,1.0,64,28.2,36,69
2024-01-03,237,Hải Phòng,Viet Nam,20.8449,106.6881,22.7,16.6,19.2,0.0,68,13.0,39,96
2024-01-03,849,Bắc Giang,Viet Nam,21.2731,106.1946,19.8,15.6,17.8,1.6,62,23.3,60,82
2024-01-03,833,Bến Tre,Viet Nam,10.2424,106.3752,31.5,23.2,26.9,0.7,82,10.0,58,34
2024-01-03,133,Bình Định,Viet Nam,13.782,109.2194,26.5,20.8,23.5,4.0,82,21.7,36,57
2024-01-03,707,Bắc Ninh,Viet Nam,21.1861,106.0763,19.6,16.2,17.7,1.6,63,21.7,60,83
2024-01-03,215,Hải Dương,Viet Nam,20.9391,106.3146,20.1,15.5,18.3,0.0,63,18.7,56,86
2024-01-03,278,Đồng Nai,Viet Nam,10.9575,106.8427,32.2,22.7,27.5,0.0,72,13.0,67,18
2024-01-03,620,Cần Thơ,Viet Nam,10.0451,105.7462,30.9,23.3,26.6,1.5,85,9.0,53,53
2024-01-03,347,Bình Phước,Viet Nam,11.7516,106.8778,32.8,21.6,26.8,0.0,61,13.4,29,58
2024-01-03,811,Điện Biên,Viet Nam,21.3833,103.0167,26.6,12.4,19.1,0.0,74,9.4,23,20
2024-01-03,132,Đắk Nông,Viet Nam,12.0,107.7,29.0,17.3,22.0,0.0,71,17.6,25,50
2024-01-03,960,Lai Châu,Viet Nam,22.3959,103.4621,20.2,11.1,15.5,3.2,82,5.8,25,48
2024-01-03,590,Đà Nẵng,Viet Nam,16.0471,108.2068,24.9,20.7,22.8,7.2,86,15.3,41,77
2024-01-03,365,Cà Mau,Viet Nam,9.1769,105.1501,31.0,24.1,26.7,1.3,84,12.7,32,57
2024-01-03,951,Bình Dương,Viet Nam,11.0531,106.6661,32.2,22.3,27.3,0.1,70,11.3,65,34
2024-01-03,669,Hưng Yên,Viet Nam,20.6465,106.0511,19.3,16.4,18.2,0.0,71,19.1,62,98
2024-01-03,496,Bạc Liêu,Viet Nam,9.2941,105.7242,30.7,24.1,27.0,1.3,79,15.4,33,52
2024-01-03,385,Hà Giang,Viet Nam,22.8233,104.9836,22.1,15.9,18.6,0.2,75,5.4,27,73
2024-01-03,696,Hà Nam,Viet Nam,20.5463,105.9142,18.2,16.4,17.3,2.4,78,18.5,56,100
2024-01-03,255,Long An,Viet Nam,10.5332,105.4053,31.0,23.8,27.0,0.6,82,12.1,60,59
2024-01-03,208,Ninh Thuận,Viet Nam,11.5647,108.9892,30.9,21.7,26.0,0.0,68,18.1,30,37
2024-01-03,701,Hà Nội,Viet Nam,21.0285,105.8542,18.9,15.5,17.3,4.5,71,24.5,60,91
2024-01-03,645,Hà Tĩnh,Viet Nam,18.3421,105.9038,21.9,17.2,19.4,17.2,92,22.1,40,99
2024-01-03,196,Đắk Lắk,Viet Nam,12.6667,108.05,28.4,19.2,22.7,0.0,73,25.1,32,47
2024-01-03,910,Cao Bằng,Viet Nam,22.6661,106.2635,21.0,10.9,15.7,0.0,71,10.8,31,56
2024-01-03,813,Đồng Tháp,Viet Nam,10.4552,105.6323,31.4,23.6,27.0,1.1,84,11.3,60,55
2024-01-03,784,Bình Thuận,Viet Nam,10.9333,108.1,32.1,23.4,27.5,0.0,62,28.6,31,18
2024-01-03,797,Gia Lai,Viet Nam,13.9833,108.0,27.3,16.6,20.7,0.0,74,24.6,31,51
2024-01-03,110,Thái Nguyên,Viet Nam,21.5939,105.8481,20.8,14.6,17.5,0.4,70,9.4,45,83
2024-01-03,454,Thanh Hóa,Viet Nam,19.8075,105.7764,20.5,17.4,18.6,2.8,78,19.5,45,99
2024-01-03,193,Bắc Kạn,Viet Nam,22.147,105.8326,21.1,12.6,16.3,0.4,72,19.0,37,68
2024-01-03,226,Kon Tum,Viet Nam,14.35,108.0,28.7,18.6,22.6,0.0,66,21.0,29,55
2024-01-03,729,Phú Quốc,Viet Nam,10.279526,104.003538,31.8,24.0,27.1,0.1,77,14.4,42,75
2024-01-03,511,Hòa Bình,Viet Nam,20.8171,105.3375,19.6,16.6,17.9,1.2,79,12.2,36,95
2024-01-03,288,Hoàng Sa,Viet Nam,16.641233,112.742024,24.7,23.2,24.1,0.2,74,43.6,49,43
2024-01-03,920,Vĩnh Long,Viet Nam,10.2536,105.9723,31.0,23.3,26.9,1.1,83,8.0,61,42
2024-01-03,684,Khánh Hòa,Viet Nam,12.2467,109.1833,27.2,22.2,24.6,0.9,77,24.8,32,44
2024-01-03,547,Sóc Trăng,Viet Nam,9.6019,105.9731,30.6,23.9,26.8,1.2,80,13.7,34,52
2024-01-03,503,Sơn La,Viet Nam,21.3262,103.9149,21.8,14.7,17.4,0.7,75,21.6,27,27
2024-01-03,327,Bà Rịa – Vũng Tàu,Viet Nam,10.4114,107.1362,29.1,24.5,26.7,0.0,77,19.5,35,41
2024-01-03,326,Thừa Thiên Huế,Viet Nam,16.4633,107.5847,25.7,20.2,22.8,1.1,84,21.0,31,49
2024-01-03,275,Tuyên Quang,Viet Nam,21.8159,105.2132,21.5,14.0,17.2,0.0,74,11.9,52,73
2024-01-03,521,TP. Hồ Chí Minh,Viet Nam,10.8231,106.6297,33.4,23.4,28.1,0.2,70,15.4,67,21
2024-01-04,275,Tuyên Quang,Viet Nam,21.8159,105.2132,21.8,14.7,17.6,0.0,75,11.4,64,88
2024-01-04,110,Thái Nguyên,Viet Nam,21.5939,105.8481,22.7,15.7,18.9,0.0,71,11.4,55,71
2024-01-04,454,Thanh Hóa,Viet Nam,19.8075,105.7764,22.5,17.5,19.7,0.1,82,10.0,67,95
2024-01-04,547,Sóc Trăng,Viet Nam,9.6019,105.9731,31.4,23.8,26.7,0.7,76,16.3,37,68
2024-01-04,288,Hoàng Sa,Viet Nam,16.641233,112.742024,25.2,23.4,24.2,0.0,74,40.0,44,57
2024-01-04,327,Bà Rịa – Vũng Tàu,Viet Nam,10.4114,107.1362,29.2,23.7,26.3,0.0,75,23.7,41,56
2024-01-04,326,Thừa Thiên Huế,Viet Nam,16.4633,107.5847,25.9,18.4,22.2,0.0,80,18.8,41,31
2024-01-04,193,Bắc Kạn,Viet Nam,22.147,105.8326,21.2,14.0,17.1,0.2,78,12.8,45,79
2024-01-04,226,Kon Tum,Viet Nam,14.35,108.0,27.9,14.1,20.8,0.0,68,18.3,31,14
2024-01-04,920,Vĩnh Long,Viet Nam,10.2536,105.9723,32.3,23.0,27.1,0.1,78,12.2,62,74
2024-01-04,521,TP. Hồ Chí Minh,Viet Nam,10.8231,106.6297,33.6,23.3,27.7,0.0,69,15.5,63,62
2024-01-04,684,Khánh Hòa,Viet Nam,12.2467,109.1833,26.6,20.9,23.9,1.2,72,25.6,38,43
2024-01-04,503,Sơn La,Viet Nam,21.3262,103.9149,22.4,12.5,17.5,0.1,77,13.6,29,36
2024-01-04,729,Phú Quốc,Viet Nam,10.279526,104.003538,30.7,23.8,26.9,0.0,73,16.4,43,67
2024-01-04,511,Hòa Bình,Viet Nam,20.8171,105.3375,23.5,17.1,19.7,0.0,76,13.7,63,79
2024-01-04,701,Hà Nội,Viet Nam,21.0285,105.8542,23.4,16.6,19.3,0.0,72,16.9,68,73
2024-01-04,784,Bình Thuận,Viet Nam,10.9333,108.1,32.4,22.5,26.8,0.0,60,27.1,35,30
2024-01-04,645,Hà Tĩnh,Viet Nam,18.3421,105.9038,20.7,17.3,19.2,1.3,88,17.3,68,100
2024-01-04,496,Bạc Liêu,Viet Nam,9.2941,105.7242,31.2,24.5,27.0,0.8,75,16.2,38,69
2024-01-04,208,Ninh Thuận,Viet Nam,11.5647,108.9892,30.3,20.2,25.0,0.0,65,20.4,33,25
2024-01-04,797,Gia Lai,Viet Nam,13.9833,108.0,26.4,15.2,19.8,0.0,71,22.4,35,12
2024-01-04,196,Đắk Lắk,Viet Nam,12.6667,108.05,27.1,18.6,22.0,0.0,71,26.0,38,25
2024-01-04,696,Hà Nam,Viet Nam,20.5463,105.9142,22.2,16.4,18.8,0.0,78,12.7,71,75
2024-01-04,669,Hưng Yên,Viet Nam,20.6465,106.0511,23.0,16.7,19.3,0.0,76,14.2,70,72
2024-01-04,813,Đồng Tháp,Viet Nam,10.4552,105.6323,32.0,23.3,27.5,0.0,76,12.4,60,64
2024-01-04,255,Long An,Viet Nam,10.5332,105.4053,30.9,23.5,27.2,0.1,77,12.4,60,63
2024-01-04,910,Cao Bằng,Viet Nam,22.6661,106.2635,21.2,13.4,16.8,0.1,76,15.0,39,70
2024-01-04,811,Điện Biên,Viet Nam,21.3833,103.0167,25.4,12.0,18.2,0.0,81,5.9,23,39
2024-01-04,132,Đắk Nông,Viet Nam,12.0,107.7,29.3,16.3,21.6,0.0,70,12.6,25,33
2024-01-04,620,Cần Thơ,Viet Nam,10.0451,105.7462,31.2,23.4,27.0,0.7,79,11.5,56,69
2024-01-04,590,Đà Nẵng,Viet Nam,16.0471,108.2068,25.0,19.3,22.3,4.3,84,16.6,53,51
2024-01-04,385,Hà Giang,Viet Nam,22.8233,104.9836,20.9,15.9,18.1,0.1,76,6.8,39,79
2024-01-04,707,Bắc Ninh,Viet Nam,21.1861,106.0763,23.6,16.4,19.1,0.1,72,14.8,68,68
2024-01-04,960,Lai Châu,Viet Nam,22.3959,103.4621,18.1,11.6,14.6,1.8,84,5.4,29,59
2024-01-04,133,Bình Định,Viet Nam,13.782,109.2194,26.4,19.2,22.7,0.6,77,19.3,45,47
2024-01-04,365,Cà Mau,Viet Nam,9.1769,105.1501,31.0,24.2,26.9,1.1,78,14.2,37,81
2024-01-04,278,Đồng Nai,Viet Nam,10.9575,106.8427,32.0,22.9,27.0,0.4,74,14.4,63,54
2024-01-04,951,Bình Dương,Viet Nam,11.0531,106.6661,32.3,22.4,27.0,0.0,72,12.5,56,55
2024-01-04,215,Hải Dương,Viet Nam,20.9391,106.3146,22.8,15.9,19.1,0.0,74,12.7,67,70
2024-01-04,767,Kiên Giang,Viet Nam,10.0122,105.0809,31.0,22.5,26.7,0.6,81,10.9,56,72
2024-01-04,108,Lào Cai,Viet Nam,22.4856,103.9707,19.7,14.3,16.7,0.0,84,6.6,49,71
